Company_name,Contact_id,Region,Country
HSBC,00v2000000U0qxUAAR,EMEA,Portugal
HSBC,00v2000000U0qyxAAB,EMEA,Portugal
HSBC,00v2000000U1nAMAAZ,EMEA,Portugal
HSBC,00v2000000U1uMBAAZ,EMEA,Portugal
HSBC,00v2000000U2KroAAF,EMEA,Portugal
HSBC,00v2000000UnxH0AAJ,EMEA,Portugal
HSBC,00v2000000WOfDiAAL,EMEA,Portugal
HSBC,00v2000000WPEQXAA5,EMEA,Portugal
HSBC,00v2000000WPc54AAD,EMEA,Portugal
HSBC,00v2000000WOI5zAAH,EMEA,Portugal
HSBC,00v2000000WmC6OAAV,EMEA,Portugal
HSBC,00v2000000VAIv1AAH,EMEA,Portugal
HSBC,00v2000000VAUgyAAH,EMEA,Portugal
HSBC,00v2000000VBLMJAA5,EMEA,Portugal
HSBC,00v2000000VhwQeAAJ,EMEA,Portugal
HSBC,00v2000000ViXklAAF,EMEA,Portugal
HSBC,00v2000000VjzH0AAJ,EMEA,Portugal
HSBC,00v2000000VjzLwAAJ,EMEA,Portugal
HSBC,00v2000000VkHRDAA3,EMEA,Portugal
HSBC,00v2000000VjNk3AAF,EMEA,Portugal
HSBC,00v2000000VjPawAAF,EMEA,Portugal
HSBC,00v2000000WxXBDAA3,EMEA,Portugal
HSBC,00v2000000Wx2XfAAJ,EMEA,Portugal
HSBC,00v2000000WyEuVAAV,EMEA,Portugal
HSBC,00v2000000WyRWNAA3,EMEA,Portugal
HSBC,00v2000000XPR5OAAX,EMEA,Portugal
HSBC,00v2000000XyL6MAAV,EMEA,Portugal
HSBC,00v2000000YbZMLAA3,EMEA,Portugal
HSBC,00v2000000Ybd8XAAR,EMEA,Portugal
HSBC,00v2000000Ybs3HAAR,EMEA,Portugal
HSBC,00v2000000YcCLeAAN,EMEA,Portugal
HSBC,00v2000000YcXncAAF,EMEA,Portugal
HSBC,00v2000000YcXfdAAF,EMEA,Portugal
HSBC,00v2000000YcbdkAAB,EMEA,Portugal
HSBC,00v2000000ZAbyWAAT,EMEA,Portugal
HSBC,00v2000000ZAo18AAD,EMEA,Portugal
HSBC,00v2000000ZC2M7AAL,EMEA,Portugal
HSBC,00v2000000ZAs2iAAD,EMEA,Portugal
HSBC,00v2000000ZBlRmAAL,EMEA,Portugal
HSBC,00v2000000ZAqJQAA1,EMEA,Portugal
HSBC,00v2000000ZAV1sAAH,EMEA,Portugal
HSBC,00v2000000Yd8IbAAJ,EMEA,Portugal
BlackRock,00v2000000ZAtcWAAT,EMEA,Portugal
BlackRock,00v2000000ZCmAkAAL,EMEA,Portugal
BlackRock,00v2000000aDwweAAC,EMEA,Portugal
BlackRock,00v2000000aDxlNAAS,EMEA,Portugal
BlackRock,00v2000000WyAjkAAF,EMEA,Portugal
BlackRock,00v2000000aENICAA4,EMEA,Portugal
BlackRock,00v2000000aF1uNAAS,EMEA,Portugal
BlackRock,00v2000000aF27CAAS,EMEA,Portugal
BlackRock,00v2000000aFzQCAA0,EMEA,Portugal
BlackRock,00v2000000bF3U0AAK,EMEA,Portugal
BlackRock,00v2000000bFrAyAAK,EMEA,Portugal
BlackRock,00v2000000bFx0gAAC,EMEA,Portugal
BlackRock,00v2000000bGG9CAAW,EMEA,Portugal
BlackRock,00v2000000bwukYAAQ,EMEA,Portugal
BlackRock,00v2000000ezMTlAAM,EMEA,Portugal
BlackRock,00v2000000c8CNBAA2,EMEA,Portugal
BlackRock,00v2000000cVL5CAAW,EMEA,Portugal
BlackRock,00v2000000cV4GCAA0,EMEA,Portugal
BlackRock,00v2000000cV9UGAA0,EMEA,Portugal
BlackRock,00v2000000cTuc0AAC,EMEA,Portugal
BlackRock,00v2000000cTMZaAAO,EMEA,Portugal
BlackRock,00v2000000colxgAAA,EMEA,Portugal
BlackRock,00v2000000d2IqkAAE,EMEA,Portugal
BlackRock,00v2000000d3QJ9AAM,EMEA,Portugal
BlackRock,00v2000000dUdydAAC,EMEA,Portugal
BlackRock,00v2000000dUhAmAAK,EMEA,Portugal
BlackRock,00v2000000dXOQAAA4,EMEA,Portugal
BlackRock,00v2000000dgKM4AAM,EMEA,Portugal
BlackRock,00v2000000dgQdjAAE,EMEA,Portugal
BlackRock,00v2000000dXMHEAA4,EMEA,Portugal
BlackRock,00v2000000gJoIHAA0,EMEA,Portugal
BlackRock,00v2000000dy1f2AAA,EMEA,Portugal
BlackRock,00v2000000dy4XyAAI,EMEA,Portugal
BlackRock,00v2000000dyA59AAE,EMEA,Portugal
BlackRock,00v2000000dzGguAAE,EMEA,Portugal
BlackRock,00v2000000di4TcAAI,EMEA,Portugal
Goldman Sachs,00v2000000dylOfAAI,EMEA,Portugal
Goldman Sachs,00v2000000dzGvrAAE,EMEA,Portugal
Goldman Sachs,00v2000000eJXp1AAG,EMEA,Portugal
Goldman Sachs,00v2000000eJWwoAAG,EMEA,Portugal
Goldman Sachs,00v2000000eJcM5AAK,EMEA,Portugal
Goldman Sachs,00v2000000e04ZsAAI,EMEA,Portugal
Goldman Sachs,00v2000000dzlTIAAY,EMEA,Portugal
Goldman Sachs,00v2000000eKkteAAC,EMEA,Portugal
Goldman Sachs,00v2000000dzKONAA2,EMEA,Portugal
Goldman Sachs,00v2000000erPTpAAM,EMEA,Portugal
Goldman Sachs,00v2000000esgoxAAA,EMEA,Portugal
Goldman Sachs,00v2000000eybqDAAQ,EMEA,Portugal
Goldman Sachs,00v2000000eyfeIAAQ,EMEA,Portugal
Goldman Sachs,00v2000000ezMzrAAE,EMEA,Portugal
Goldman Sachs,00v2000000f9DU0AAM,EMEA,Portugal
Goldman Sachs,00v2000000f0z7JAAQ,EMEA,Portugal
Aflac Inc.,00v2000000f1Y0gAAE,EMEA,Portugal
Aflac Inc.,00v2000000fFX4aAAG,EMEA,Portugal
Aflac Inc.,00v2000000f8ecjAAA,EMEA,Portugal
AIG SunAmerica,00v2000000fhEuPAAU,EMEA,Portugal
AIG SunAmerica,00v2000000fw3ReAAI,EMEA,Portugal
AIG SunAmerica,00v2000000fksVHAAY,EMEA,Portugal
American Express Company,00v2000000fxNBWAA2,EMEA,Portugal
American Express Company,00v2000000fwpiIAAQ,EMEA,Portugal
American Express Company,00v2000000g48m1AAA,EMEA,Portugal
Bank of America Corporation,00v2000000gTNqYAAW,EMEA,Portugal
Bank of America Corporation,00v2000000guAPcAAM,EMEA,Portugal
Bank of America Corporation,00v2000000SKHGyAAP,EMEA,Portugal
Bank One Corporation,00vD000000h2eWWIAY,EMEA,Portugal
Bank One Corporation,00vD000000h1PUKIA2,EMEA,Portugal
Bank One Corporation,00vD000000h2mpgIAA,EMEA,Portugal
Bear Stearns,00v2000000FRVMSAA5,EMEA,Portugal
Bear Stearns,00v2000000bvh6CAAQ,EMEA,Portugal
Bear Stearns,00v2000000G3jx5AAB,EMEA,Portugal
Bloomberg,00v2000000YdAhfAAF,EMEA,Portugal
Bloomberg,00v2000000M62AoAAJ,EMEA,Portugal
Bloomberg,00v2000000GcnQvAAJ,EMEA,Portugal
Bloomberg LP,00v2000000GccIGAAZ,EMEA,Portugal
Bloomberg LP,00v2000000GcTbwAAF,EMEA,Portugal
Bloomberg LP,00v2000000Fjtg2AAB,EMEA,Italy
Capital One Financial Corporation,00v2000000GcpoBAAR,EMEA,Italy
Capital One Financial Corporation,00v2000000Fj28gAAB,EMEA,Italy
Capital One Financial Corporation,00v2000000FlpGgAAJ,EMEA,Italy
CIT Group,00v2000000GdLonAAF,EMEA,Italy
CIT Group,00v2000000Fkur3AAB,EMEA,Italy
CIT Group,00v2000000FlHEWAA3,EMEA,Italy
Citigroup,00v2000000FmacKAAR,EMEA,Italy
Citigroup,00v2000000G3im3AAB,EMEA,Italy
Citigroup,00v2000000Geet0AAB,EMEA,Italy
CitiGroup Global Markets Inc.,00v2000000FlKOOAA3,EMEA,Italy
CitiGroup Global Markets Inc.,00v2000000GenXhAAJ,EMEA,Italy
CitiGroup Global Markets Inc.,00v2000000G47f6AAB,EMEA,Italy
Citizens Financial,00v2000000G5HDwAAN,EMEA,Italy
Citizens Financial,00v2000000GfAwHAAV,EMEA,Italy
Citizens Financial,00v2000000G5gRHAAZ,EMEA,Italy
Conseco,00v2000000G5gRPAAZ,EMEA,Italy
Conseco,00v2000000Ksb2mAAB,EMEA,Italy
Conseco,00v2000000H34e0AAB,EMEA,Italy
CountryWide Financial Corporation,00v2000000H477gAAB,EMEA,Italy
CountryWide Financial Corporation,00v2000000HPUqCAAX,EMEA,Italy
CountryWide Financial Corporation,00v2000000HPimBAAT,EMEA,Italy
Deloitte & Touche,00v2000000HQY9LAAX,EMEA,Italy
Deloitte & Touche,00v2000000JAtDwAAL,EMEA,Italy
Deloitte & Touche,00v2000000HR7X7AAL,EMEA,Italy
Deloitte Touche Tohmatsu,00v2000000HRqsgAAD,EMEA,Italy
Deloitte Touche Tohmatsu,00v2000000HSM9nAAH,EMEA,Italy
Deloitte Touche Tohmatsu,00v2000000HS7usAAD,EMEA,Italy
Deutsche Bank,00v2000000HSjyZAAT,EMEA,Italy
Deutsche Bank,00v2000000HSxgyAAD,EMEA,Italy
Deutsche Bank,00v2000000HSyLvAAL,EMEA,Italy
Deutsche Bank AG,00v2000000I1opfAAB,EMEA,Italy
Deutsche Bank AG,00v2000000I1q5EAAR,EMEA,Italy
Deutsche Bank AG,00v2000000I1qiLAAR,EMEA,Italy
Diebold Inc.,00v2000000I25H7AAJ,EMEA,Italy
Diebold Inc.,00v2000000I2AufAAF,EMEA,Italy
Diebold Inc.,00v2000000I1O0xAAF,EMEA,Italy
Dow Jones & Company Inc.,00v2000000I1cxKAAR,EMEA,Italy
Dow Jones & Company Inc.,00v2000000I32bPAAR,EMEA,Italy
Dow Jones & Company Inc.,00v2000000I34bAAAR,EMEA,Italy
E*Trade,00v2000000I42MnAAJ,EMEA,Italy
E*Trade,00v2000000I4asvAAB,EMEA,Italy
E*Trade,00v2000000I4b2gAAB,EMEA,Italy
Equifax,00v2000000JAbC6AAL,EMEA,Italy
Equifax,00v2000000JBlpvAAD,EMEA,Italy
Equifax,00v2000000JByf4AAD,EMEA,Italy
Ernst & Young LLP,00v2000000KXwizAAD,EMEA,Italy
Ernst & Young LLP,00v2000000JEZRZAA5,EMEA,Italy
Ernst & Young LLP,00v2000000JEZhmAAH,EMEA,Italy
Fannie Mae,00v2000000JZsE9AAL,EMEA,Italy
Fannie Mae,00v2000000JaIiBAAV,EMEA,Italy
Fannie Mae,00v2000000JaKuMAAV,EMEA,Italy
Fifth Third Bancorp,00v2000000JaKbLAAV,EMEA,Italy
Fifth Third Bancorp,00v2000000JaNNYAA3,EMEA,Italy
Fifth Third Bancorp,00v2000000M6GbkAAF,EMEA,Italy
First of America Bank,00v2000000IYvhfAAD,EMEA,Italy
First of America Bank,00v2000000IZ2U9AAL,EMEA,Italy
First of America Bank,00v2000000IZN3lAAH,EMEA,Italy
Freddie Mac,00v2000000IZlzKAAT,EMEA,Italy
Freddie Mac,00v2000000IaS8mAAF,EMEA,Italy
Freddie Mac,00v2000000IZxCsAAL,EMEA,Italy
Goldman Sachs,00v2000000Iali0AAB,EMEA,Italy
Goldman Sachs,00v2000000Ib9iEAAR,EMEA,Italy
Goldman Sachs,00v2000000IbLfMAAV,EMEA,Italy
H&R Block Inc.,00v2000000IbhMuAAJ,EMEA,Italy
H&R Block Inc.,00v2000000IcGWHAA3,EMEA,Italy
H&R Block Inc.,00v2000000JczGfAAJ,EMEA,Italy
Hartford Financial Services,00v2000000KH3XYAA1,EMEA,Italy
Hartford Financial Services,00v2000000KLvpvAAD,EMEA,Italy
Hartford Financial Services,00v2000000KMogCAAT,EMEA,Italy
HSBC Holding PLC,00v2000000KMEyzAAH,EMEA,Italy
HSBC Holding PLC,00v2000000MiSFTAA3,EMEA,Italy
HSBC Holding PLC,00v2000000aFAyVAAW,EMEA,Italy
HSBC USA,00v2000000M52X9AAJ,EMEA,Italy
HSBC USA,00v2000000KNlEsAAL,EMEA,Italy
HSBC USA,00v2000000KNx8MAAT,EMEA,Italy
ING Groep,00v2000000KXc4SAAT,EMEA,Italy
ING Groep,00v2000000KXvgmAAD,EMEA,Italy
ING Groep,00v2000000LL0HNAA1,EMEA,Italy
ING Groep NV,00v2000000LLEVQAA5,EMEA,Italy
ING Groep NV,00v2000000LNIBCAA5,EMEA,Italy
ING Groep NV,00v2000000LOg4jAAD,EMEA,Italy
Intuit,00v2000000Lm3C3AAJ,EMEA,Italy
Intuit,00v2000000Lm9H4AAJ,EMEA,Italy
Intuit,00v2000000KaW5BAAV,EMEA,Italy
John Hancock Financial Services,00v2000000Nalx9AAB,EMEA,Italy
John Hancock Financial Services,00v2000000KZF1JAAX,EMEA,Italy
John Hancock Financial Services,00v2000000KraObAAJ,EMEA,Italy
Kemper Insurance,00v2000000KaLKUAA3,EMEA,Italy
Kemper Insurance,00v2000000KraCgAAJ,EMEA,Italy
Kemper Insurance,00v2000000KraBHAAZ,EMEA,Italy
KeyBank National Association,00v2000000Kte2mAAB,EMEA,Italy
KeyBank National Association,00v2000000Kte4JAAR,EMEA,Italy
KeyBank National Association,00v2000000KsatgAAB,EMEA,Italy
Legg Mason Inc.,00v2000000KuArfAAF,EMEA,Italy
Legg Mason Inc.,00v2000000KvAsCAAV,EMEA,Italy
Legg Mason Inc.,00v2000000KvNPXAA3,EMEA,Italy
Liberty Mutual Insurance,00v2000000M54Y0AAJ,EMEA,Italy
Liberty Mutual Insurance,00v2000000M5bMAAAZ,EMEA,Italy
Liberty Mutual Insurance,00v2000000M6hvfAAB,EMEA,Italy
Massachusetts Mutual Life Insurance Company,00v2000000M8VdAAAV,EMEA,Italy
Massachusetts Mutual Life Insurance Company,00v2000000MN6QFAA1,EMEA,Italy
Massachusetts Mutual Life Insurance Company,00v2000000MhYeuAAF,EMEA,Italy
MasterCard Inc.,00v2000000MhepiAAB,EMEA,Italy
MasterCard Inc.,00v2000000Mhk8UAAR,EMEA,Italy
MasterCard Inc.,00v2000000MhwQsAAJ,EMEA,Italy
MBNA,00v2000000MihViAAJ,EMEA,Italy
MBNA,00v2000000MipIbAAJ,EMEA,Italy
MBNA,00v2000000MiQJXAA3,EMEA,Italy
Mellon Financial,00v2000000MiQfcAAF,EMEA,Italy
Mellon Financial,00v2000000MjAdAAAV,EMEA,Italy
Mellon Financial,00v2000000MjQoyAAF,EMEA,Italy
Merrill Lynch & Company Inc.,00v2000000MjcrUAAR,EMEA,Italy
Merrill Lynch & Company Inc.,00v2000000MjgyCAAR,EMEA,Italy
Merrill Lynch & Company Inc.,00v2000000MjhqyAAB,EMEA,Italy
MetLife,00v2000000NZSviAAH,EMEA,Italy
MetLife,00v2000000NZTCrAAP,EMEA,Italy
MetLife,00v2000000NZnBZAA1,EMEA,Italy
Moody’s Corporation,00v2000000NZoiOAAT,EMEA,Italy
Moody’s Corporation,00v2000000NclJaAAJ,EMEA,Italy
Moody’s Corporation,00v2000000Nd77uAAB,EMEA,Italy
Morgan Stanley,00v2000000Nd8FCAAZ,EMEA,Italy
Morgan Stanley,00v2000000NdD9DAAV,EMEA,Italy
Morgan Stanley,00v2000000OSbC8AAL,EMEA,Italy
Mutual of Omaha,00v2000000NdDqBAAV,EMEA,Italy
Mutual of Omaha,00v2000000NdE1nAAF,EMEA,Italy
Mutual of Omaha,00v2000000OVj0YAAT,EMEA,Italy
National City Corporation,00v2000000OVu76AAD,EMEA,Italy
National City Corporation,00v2000000OVwFLAA1,EMEA,Italy
National City Corporation,00v2000000OW0kXAAT,EMEA,Italy
Nationwide Financial Services,00v2000000PL3EpAAL,EMEA,Italy
Nationwide Financial Services,00v2000000PL5aWAAT,EMEA,Italy
Nationwide Financial Services,00v2000000PLrWtAAL,EMEA,Italy
New York Life Insurance,00v2000000PMSdgAAH,EMEA,Italy
New York Life Insurance,00v2000000PO7gtAAD,EMEA,Italy
New York Life Insurance,00v2000000PMibLAAT,EMEA,Italy
Northwestern Mutual,00v2000000QE9p6AAD,EMEA,Italy
Northwestern Mutual,00v2000000QEYquAAH,EMEA,Italy
Northwestern Mutual,00v2000000PNKkxAAH,EMEA,Italy
Norwest Venture Capital Management Inc.,00v2000000PMjKtAAL,EMEA,Italy
Norwest Venture Capital Management Inc.,00v2000000QEBxrAAH,EMEA,Italy
Norwest Venture Capital Management Inc.,00v2000000QEe9fAAD,EMEA,Italy
NYSE – New York Stock Exchange,00v2000000QFQlkAAH,EMEA,Italy
NYSE – New York Stock Exchange,00v2000000QFZeCAAX,EMEA,Italy
NYSE – New York Stock Exchange,00v2000000QFCVEAA5,EMEA,Italy
Oppenheimer Holdings,00v2000000QG5q8AAD,EMEA,Italy
Oppenheimer Holdings,00v2000000R9vzqAAB,EMEA,Italy
Oppenheimer Holdings,00v2000000RBWtfAAH,EMEA,Italy
Pacific Life Insurance Company,00v2000000RCGpVAAX,EMEA,Italy
Pacific Life Insurance Company,00v2000000RCIU6AAP,EMEA,Italy
Pacific Life Insurance Company,00v2000000SK6t1AAD,EMEA,Italy
Pacific Mutual Holding Company,00v2000000SKDxhAAH,EMEA,Italy
Pacific Mutual Holding Company,00v2000000SKEWEAA5,EMEA,Italy
Pacific Mutual Holding Company,00v2000000SKQYnAAP,EMEA,Italy
Pioneer Investment Management,00v2000000SJTvPAAX,EMEA,Italy
Pioneer Investment Management,00v2000000SKz5JAAT,EMEA,Italy
Pioneer Investment Management,00v2000000SKzA1AAL,EMEA,Italy
PricewaterhouseCoopers,00v2000000SM9mCAAT,EMEA,Italy
PricewaterhouseCoopers,00v2000000SMO27AAH,EMEA,Italy
PricewaterhouseCoopers,00v2000000SMH9FAAX,EMEA,Italy
Progressive,00v2000000SN6teAAD,EMEA,Italy
Progressive,00v2000000SinI0AAJ,EMEA,Italy
Progressive,00v2000000SjKC1AAN,EMEA,Italy
Providian Financial,00v2000000SjWWoAAN,EMEA,Italy
Providian Financial,00v2000000SjbWEAAZ,EMEA,Italy
Providian Financial,00v2000000SlYOvAAN,EMEA,Italy
Sallie Mae (SLM Corporation),00v2000000Sm43aAAB,EMEA,Italy
Sallie Mae (SLM Corporation),00v2000000TKirsAAD,EMEA,Italy
Sallie Mae (SLM Corporation),00v2000000TLOclAAH,EMEA,Italy
Sovereign Bancorp,00v2000000TKvPaAAL,EMEA,Italy
Sovereign Bancorp,00v2000000TL9sFAAT,EMEA,Italy
Sovereign Bancorp,00v2000000TKhx2AAD,EMEA,Italy
State Farm Mutual Automobile Insurance Company,00v2000000TN4RJAA1,EMEA,Italy
State Farm Mutual Automobile Insurance Company,00v2000000I1oy9AAB,EMEA,Italy
State Farm Mutual Automobile Insurance Company,00v2000000FD558AAD,EMEA,Italy
SunTrust Banks,00v2000000FEYKSAA5,EMEA,Italy
SunTrust Banks,00v2000000FOpowAAD,EMEA,Italy
SunTrust Banks,00v2000000FOyOKAA1,EMEA,Italy
TD AmeriTrade,00v2000000FOzK2AAL,EMEA,Italy
TD AmeriTrade,00v2000000FQys1AAD,EMEA,Italy
TD AmeriTrade,00v2000000FR4KFAA1,EMEA,Italy
The Allstate Corporation,00v2000000FRa8mAAD,EMEA,Italy
The Allstate Corporation,00v2000000ZBr8DAAT,EMEA,Italy
The Allstate Corporation,00v2000000Wy1bhAAB,EMEA,Italy
The Bank of New York Mellon Corporation,00v2000000KrbZpAAJ,EMEA,Italy
The Bank of New York Mellon Corporation,00v2000000IcGqHAAV,EMEA,Italy
The Bank of New York Mellon Corporation,00v2000000KXT2aAAH,EMEA,Italy
The Charles Schwab Corporation,00v2000000LLFEHAA5,EMEA,Italy
The Charles Schwab Corporation,00v2000000KNNQFAA5,EMEA,Italy
The Charles Schwab Corporation,00v2000000RB9JmAAL,EMEA,Italy
The Equitable,00v2000000LM2yhAAD,EMEA,Italy
The Equitable,00v2000000LlrOlAAJ,EMEA,Italy
The Equitable,00v2000000LmFAdAAN,EMEA,Italy
The Guardian Life Insurance Company of America,00v2000000MMgphAAD,EMEA,Italy
The Guardian Life Insurance Company of America,00v2000000KZsyJAAT,EMEA,Italy
The Guardian Life Insurance Company of America,00v2000000KaWEnAAN,EMEA,Italy
The Travelers Companies Inc.,00v2000000fGnn3AAC,EMEA,Italy
The Travelers Companies Inc.,00v2000000PMlbkAAD,EMEA,Italy
The Travelers Companies Inc.,00v2000000OVsgBAAT,EMEA,Italy
Transamerica Corporation,00v2000000SMA9TAAX,EMEA,Italy
Transamerica Corporation,00v2000000POMZIAA5,EMEA,Italy
Transamerica Corporation,00v2000000PONx5AAH,EMEA,Italy
U.S. Bancorp,00v2000000QE9rQAAT,EMEA,Italy
U.S. Bancorp,00v2000000QH879AAD,EMEA,Italy
U.S. Bancorp,00v2000000QGv05AAD,EMEA,Italy
UBS,00v2000000RAUrDAAX,EMEA,Italy
UBS,00v2000000RDU7xAAH,EMEA,Italy
UBS,00v2000000SJUsSAAX,EMEA,Italy
Visa Inc.,00v2000000SlCyBAAV,EMEA,Italy
Visa Inc.,00v2000000OUkIxAAL,EMEA,Italy
Visa Inc.,00v2000000f8exsAAA,EMEA,Italy
Washington Mutual,00v2000000U2H5jAAF,EMEA,Italy
Washington Mutual,00v2000000ViLKgAAN,EMEA,Italy
Washington Mutual,00v2000000bG0stAAC,EMEA,Italy
Wells Fargo & Company,00v2000000d2Ka5AAE,EMEA,Italy
Wells Fargo & Company,00v2000000fkYS3AAM,EMEA,Italy
Wells Fargo & Company,00v2000000f1XTCAA2,EMEA,Italy
American Express Company,00v2000000FPGhmAAH,EMEA,Italy
American Express Company,00v2000000FPanUAAT,EMEA,Italy
Bank of America Corporation,00v2000000Ja8t4AAB,EMEA,Italy
Bank of America Corporation,00v2000000FPaGyAAL,EMEA,Italy
Bank of America Corporation,00v2000000I4GG9AAN,EMEA,Italy
Bank One Corporation,00v2000000G4ArYAAV,EMEA,Italy
Bank One Corporation,00v2000000M71vnAAB,EMEA,Italy
Bank One Corporation,00v2000000VAe6sAAD,EMEA,Italy
Bear Stearns,00v2000000V9tMyAAJ,EMEA,Italy
Bear Stearns,00v2000000KaAb1AAF,EMEA,Italy
Bear Stearns,00v2000000KN01nAAD,EMEA,Italy
Bloomberg,00v2000000G69FuAAJ,EMEA,Italy
Bloomberg,00v2000000FDl1YAAT,EMEA,Italy
Bloomberg,00v2000000GbnrjAAB,EMEA,Italy
Bloomberg LP,00v2000000Fj068AAB,EMEA,Italy
Bloomberg LP,00v2000000GeEcYAAV,EMEA,Italy
Bloomberg LP,00v2000000Gex5aAAB,EMEA,Italy
Capital One Financial Corporation,00v2000000G5rtsAAB,EMEA,Italy
Capital One Financial Corporation,00v2000000HQcVgAAL,EMEA,Italy
Capital One Financial Corporation,00v2000000HQgnVAAT,EMEA,Italy
CIT Group,00v2000000JcJohAAF,EMEA,Italy
CIT Group,00v2000000I1o3nAAB,EMEA,Italy
CIT Group,00v2000000HTcqgAAD,EMEA,Italy
Citigroup,00v2000000JC0gUAAT,EMEA,Italy
Citigroup,00v2000000Jb70tAAB,EMEA,Italy
Citigroup,00v2000000NahKRAAZ,EMEA,Italy
CitiGroup Global Markets Inc.,00v2000000JZtXFAA1,EMEA,Italy
CitiGroup Global Markets Inc.,00v2000000IZzsYAAT,EMEA,Italy
CitiGroup Global Markets Inc.,00v2000000XxaAkAAJ,EMEA,Italy
Citizens Financial,00vD000000h2sicIAA,EMEA,Italy
Citizens Financial,00v2000000aFgZEAA0,EMEA,Italy
Citizens Financial,00v2000000QFGanAAH,EMEA,Italy
The Equitable,00v2000000Wy2PLAAZ,EMEA,Italy
The Equitable,00v2000000g37r1AAA,EMEA,Italy
The Equitable,00v2000000g5wRtAAI,EMEA,Italy
The Guardian Life Insurance Company of America,00v2000000gTMg6AAG,EMEA,Italy
The Guardian Life Insurance Company of America,00v2000000MM1EDAA1,EMEA,Italy
The Guardian Life Insurance Company of America,00v2000000MMBXeAAP,EMEA,Italy
The Travelers Companies Inc.,00v2000000dyeLrAAI,EMEA,Italy
The Travelers Companies Inc.,00v2000000LNghdAAD,EMEA,Italy
The Travelers Companies Inc.,00v2000000aFMywAAG,EMEA,Italy
Independent,00v2000000G5gDDAAZ,EMEA,Italy
ING Groep,00v2000000FkBo0AAF,EMEA,Italy
Deloitte Touche Tohmatsu,00v2000000KsJdnAAF,EMEA,Italy
HSBC USA,00v2000000GcBVGAA3,EMEA,Italy
Deutsche Bank,00v2000000GdOENAA3,EMEA,Italy
First of America Bank,00v2000000G7NWuAAN,EMEA,Italy
Mellon Financial,00v2000000SjY64AAF,EMEA,Italy
CIT Group,00v2000000U2KemAAF,EMEA,Italy
AIG SunAmerica,00v2000000PL9RHAA1,EMEA,Italy
Deutsche Bank AG,00v2000000feTppAAE,EMEA,Italy
ING Groep NV,00v2000000G5mSqAAJ,EMEA,Italy
CountryWide Financial Corporation,00v2000000MOpazAAD,EMEA,Italy
Legg Mason Inc.,00v2000000aGDChAAO,EMEA,Italy
Fifth Third Bancorp,00v2000000f9vuhAAA,EMEA,Italy
Norwest Venture Capital Management Inc.,00v2000000XvnYcAAJ,EMEA,Italy
HSBC Holding PLC,00v2000000dWp4tAAC,EMEA,Italy
Pacific Life Insurance Company,00v2000000MiY6ZAAV,EMEA,Italy
Massachusetts Mutual Life Insurance Company,00v2000000LlsGBAAZ,EMEA,Italy
National City Corporation,00v2000000WwMtnAAF,EMEA,Italy
Pacific Mutual Holding Company,00vD000000guVnkIAE,EMEA,Italy
The Equitable,00v2000000NZtGHAA1,EMEA,Italy
KeyBank National Association,00v2000000YbJ7fAAF,EMEA,Italy
The Guardian Life Insurance Company of America,00v2000000e0llUAAQ,EMEA,Italy
Diebold Inc.,00v2000000Xyh5tAAB,EMEA,Italy
Moody’s Corporation,00v2000000QERguAAH,EMEA,Italy
The Travelers Companies Inc.,00v2000000MkjYfAAJ,EMEA,Italy
HSBC,00v2000000SllzVAAR,EMEA,Italy
HSBC,00v2000000RCusRAAT,EMEA,Italy
HSBC,00v2000000XyyQTAAZ,EMEA,Italy
HSBC,00v2000000fHzyPAAS,EMEA,Italy
HSBC,00v2000000NaYiHAAV,EMEA,Italy
HSBC,00v2000000colxbAAA,EMEA,Italy
HSBC,00v2000000G6JwfAAF,EMEA,Italy
HSBC,00v2000000ZC2R6AAL,EMEA,Italy
HSBC,00v2000000JCrGmAAL,EMEA,Italy
HSBC,00v2000000ZCEleAAH,EMEA,Italy
HSBC,00v2000000bGbsXAAS,EMEA,Italy
HSBC,00v2000000KO57GAAT,EMEA,Italy
HSBC,00v2000000g4B3rAAE,EMEA,Italy
HSBC,00v2000000WmB1uAAF,EMEA,Italy
HSBC,00v2000000Nb5BSAAZ,EMEA,Italy
HSBC,00v2000000gbM2vAAE,EMEA,Italy
HSBC,00v2000000TN51lAAD,EMEA,Italy
HSBC,00v2000000gu3jhAAA,EMEA,Italy
HSBC,00v2000000fjMxeAAE,EMEA,Italy
HSBC,00v2000000SKGiDAAX,EMEA,Italy
HSBC,00v2000000MkdYuAAJ,EMEA,Italy
HSBC,00v2000000JE8kDAAT,EMEA,Italy
HSBC,00v2000000gVCJrAAO,EMEA,Italy
HSBC,00v2000000eXo9SAAS,EMEA,Italy
HSBC,00v2000000RCUz3AAH,EMEA,Italy
HSBC,00v2000000WwYyhAAF,EMEA,Italy
HSBC,00v2000000eJTA4AAO,EMEA,Italy
HSBC,00v2000000ZCh1fAAD,EMEA,Italy
HSBC,00v2000000ZAVaPAAX,EMEA,Italy
HSBC,00v2000000KaPBMAA3,EMEA,Italy
HSBC,00v2000000f9TArAAM,EMEA,Italy
HSBC,00v2000000G4E96AAF,EMEA,Italy
HSBC,00v2000000IbirHAAR,EMEA,Italy
HSBC,00v2000000bo2vYAAQ,EMEA,Italy
HSBC,00v2000000MkbxMAAR,EMEA,Italy
HSBC,00v2000000f9BDFAA2,EMEA,Italy
